"year","week","zone","spp","abund","mosq","n_trap","mosq_G","mosq_L","n_pools","n_pos_pools","pir","pir_lci","pir_uci","pools_G","pools_L","pos_pools_G","pos_pools_L","trap_L","vi","vi_lci","vi_uci"
2020,25,"SE","All",15.93,223,14,91,112,22,0,0,0,0.0264,3,19,0,0,30,0,0,0.1973
2020,25,"SE","Pipiens",1.14,16,14,91,7,8,0,0,0,0.025,3,5,0,0,15,0,0,0.0118
2020,25,"SE","Tarsalis",14.79,207,14,0,105,14,0,0,0,0.0265,0,14,0,0,15,0,0,0.1855
2020,25,"SW","All",8.67,26,3,1,29,7,0,0,0,0.128,1,6,0,0,18,0,0,0.4122
2020,25,"SW","Pipiens",1.67,5,3,1,8,4,0,0,0,0.2421,1,3,0,0,9,0,0,0.2155
2020,25,"SW","Tarsalis",7,21,3,0,21,3,0,0,0,0.0844,0,3,0,0,9,0,0,0.1967
2020,26,"BE","All",12.25,49,4,0,10,3,0,0,0,0.2841,0,3,0,0,10,0,0,0.5681
2020,26,"BE","Pipiens",1.5,6,4,0,3,1,0,0,0,0.4089,0,1,0,0,5,0,0,0.2453
2020,26,"BE","Tarsalis",10.75,43,4,0,7,2,0,0,0,0.2306,0,2,0,0,5,0,0,0.3228
2020,26,"FC","All",8.12,708,NA,270,438,77,0,0,0,0.0089,13,64,0,0,108,0,0,0.0726
2020,26,"FC","Pipiens",0.93,320,NA,270,50,33,0,0,0,0.01,13,20,0,0,54,0,0,0.0093
2020,26,"FC","Tarsalis",7.19,388,NA,0,388,44,0,0,0,0.0088,0,44,0,0,54,0,0,0.0633
2020,26,"LV","All",14.12,452,32,0,93,8,0,0,0,0.0433,0,8,0,0,12,0,0,0.6711
2020,26,"LV","Pipiens",1.09,35,32,0,3,2,0,0,0,0.4991,0,2,0,0,6,0,0,0.2496
2020,26,"LV","Tarsalis",13.03,417,32,0,90,6,0,0,0,0.0281,0,6,0,0,6,0,0,0.4215
2020,26,"NE","All",10,100,10,20,47,19,0,0,0,0.0724,4,15,0,0,20,0,0,0.3402
2020,26,"NE","Pipiens",1.1,11,10,20,9,9,0,0,0,0.0998,4,5,0,0,10,0,0,0.0898
2020,26,"NE","Tarsalis",8.9,89,10,0,38,10,0,0,0,0.0659,0,10,0,0,10,0,0,0.2504
2020,26,"NW","All",6.75,54,8,12,18,11,0,0,0,0.1869,2,9,0,0,18,0,0,0.3738
2020,26,"NW","Pipiens",4.25,34,8,12,8,6,0,0,0,0.1218,2,4,0,0,9,0,0,0.1084
2020,26,"NW","Tarsalis",2.5,20,8,0,10,5,0,0,0,0.2391,0,5,0,0,9,0,0,0.2654
2020,26,"SE","All",19.53,293,15,231,226,28,0,0,0,0.0141,6,22,0,0,30,0,0,0.2131
2020,26,"SE","Pipiens",1.47,22,15,231,15,11,0,0,0,0.0119,6,5,0,0,15,0,0,0.0119
2020,26,"SE","Tarsalis",18.07,271,15,0,211,17,0,0,0,0.0143,0,17,0,0,15,0,0,0.2012
2020,26,"SW","All",8.33,50,6,7,44,8,0,0,0,0.0865,1,7,0,0,18,0,0,0.4231
2020,26,"SW","Pipiens",2.33,14,6,7,12,4,0,0,0,0.1294,1,3,0,0,9,0,0,0.1721
2020,26,"SW","Tarsalis",6,36,6,0,32,4,0,0,0,0.0705,0,4,0,0,9,0,0,0.251
2020,27,"BE","All",9,27,3,0,49,6,0,0,0,0.0812,0,6,0,0,10,0,0,0.7957
2020,27,"BE","Pipiens",0.33,1,3,0,6,2,0,0,0,0.2682,0,2,0,0,5,0,0,0.3218
2020,27,"BE","Tarsalis",8.67,26,3,0,43,4,0,0,0,0.0551,0,4,0,0,5,0,0,0.4739
2020,27,"FC","All",15.27,1020,NA,195,825,91,0,0,0,0.0058,12,79,0,0,108,0,0,0.0883
2020,27,"FC","Pipiens",1.96,300,NA,194,106,39,0,0,0,0.0111,11,28,0,0,54,0,0,0.0218
2020,27,"FC","Tarsalis",13.31,720,NA,1,719,52,0,0,0,0.005,1,51,0,0,54,0,0,0.0665
2020,27,"LV","All",30.31,1091,36,0,170,11,0,0,0,0.0292,0,11,0,0,12,0,0,0.8272
2020,27,"LV","Pipiens",1.67,60,36,0,8,4,0,0,0,0.2667,0,4,0,0,6,0,0,0.3547
2020,27,"LV","Tarsalis",28.64,1031,36,0,162,7,0,0,0,0.0175,0,7,0,0,6,0,0,0.4725
2020,27,"NE","All",25.2,252,10,49,100,18,0,0,0,0.035,5,13,0,0,20,0,0,0.3501
2020,27,"NE","Pipiens",3.4,34,10,48,11,7,0,0,0,0.044,4,3,0,0,10,0,0,0.0484
2020,27,"NE","Tarsalis",21.8,218,10,1,89,11,0,0,0,0.0339,1,10,0,0,10,0,0,0.3017
2020,27,"NW","All",16,112,7,28,57,16,0,0,0,0.0721,2,14,0,0,18,0,0,0.4563
2020,27,"NW","Pipiens",4,28,7,28,36,10,0,0,0,0.0458,2,8,0,0,9,0,0,0.1832
2020,27,"NW","Tarsalis",12,84,7,0,21,6,0,0,0,0.1172,0,6,0,0,9,0,0,0.2731
2020,27,"SE","All",22,330,15,103,347,27,0,0,0,0.0107,4,23,0,0,30,0,0,0.2478
2020,27,"SE","Pipiens",1.87,28,15,103,25,11,0,0,0,0.0198,4,7,0,0,15,0,0,0.0331
2020,27,"SE","Tarsalis",20.13,302,15,0,322,16,0,0,0,0.01,0,16,0,0,15,0,0,0.2147
2020,27,"SW","All",13.25,106,8,15,102,13,0,0,0,0.0398,1,12,0,0,18,0,0,0.4514
2020,27,"SW","Pipiens",2.5,20,8,15,20,5,0,0,0,0.0675,1,4,0,0,9,0,0,0.1499
2020,27,"SW","Tarsalis",10.75,86,8,0,82,8,0,0,0,0.0331,0,8,0,0,9,0,0,0.3015
2020,28,"BE","All",7.67,23,3,0,27,4,0,0,0,0.1134,0,4,0,0,10,0,0,0.6121
2020,28,"BE","Pipiens",2,6,3,0,1,1,0,0,0,0.7935,0,1,0,0,5,0,0,0.1587
2020,28,"BE","Tarsalis",5.67,17,3,0,26,3,0,0,0,0.0872,0,3,0,0,5,0,0,0.4534
2020,28,"FC","All",23.3,2417,NA,1159,1258,116,0,0,0,0.0032,29,87,0,0,108,0,0,0.0737
2020,28,"FC","Pipiens",2.19,1277,NA,1159,118,60,0,0,0,0.0028,29,31,0,0,54,0,0,0.0061
2020,28,"FC","Tarsalis",21.11,1140,NA,0,1140,56,0,0,0,0.0032,0,56,0,0,54,0,0,0.0676
2020,28,"LV","All",21.09,738,35,0,417,15,0,0,0,0.0128,0,15,0,0,12,0,0,0.893
2020,28,"LV","Pipiens",2,70,35,0,13,4,0,0,0,0.1664,0,4,0,0,6,0,0,0.3611
2020,28,"LV","Tarsalis",19.09,668,35,0,404,11,0,0,0,0.0079,0,11,0,0,6,0,0,0.5319
2020,28,"NE","All",33.6,336,10,56,252,21,0,0,0,0.0165,4,17,0,0,20,0,0,0.4159
2020,28,"NE","Pipiens",2.9,29,10,56,34,10,0,0,0,0.0332,4,6,0,0,10,0,0,0.1129
2020,28,"NE","Tarsalis",30.7,307,10,0,218,11,0,0,0,0.0139,0,11,0,0,10,0,0,0.303
2020,28,"NW","All",13.14,92,7,193,115,18,0,0,0,0.0261,5,13,0,0,18,0,0,0.334
2020,28,"NW","Pipiens",6.86,48,7,193,27,11,0,0,0,0.0132,5,6,0,0,9,0,0,0.0396
2020,28,"NW","Tarsalis",6.29,44,7,0,88,7,0,0,0,0.0301,0,7,0,0,9,0,0,0.2944
2020,28,"SE","All",18.36,257,14,880,292,43,0,0,0,0.0114,19,24,0,0,30,0,0,0.2212
2020,28,"SE","Pipiens",2.64,37,14,880,29,28,0,0,0,0.0038,19,9,0,0,15,0,0,0.0073
2020,28,"SE","Tarsalis",15.71,220,14,0,263,15,0,0,0,0.0122,0,15,0,0,15,0,0,0.2139
2020,28,"SW","All",21.43,150,7,30,155,15,0,0,0,0.0216,1,14,0,0,18,0,0,0.3718
2020,28,"SW","Pipiens",1.57,11,7,30,14,6,0,0,0,0.0495,1,5,0,0,9,0,0,0.0772
2020,28,"SW","Tarsalis",19.86,139,7,0,141,9,0,0,0,0.0188,0,9,0,0,9,0,0,0.2946
2020,29,"BE","All",6.4,32,5,0,23,5,0,0,0,0.1663,0,5,0,0,12,0,0,0.637
2020,29,"BE","Pipiens",1.4,7,5,0,6,2,0,0,0,0.2923,0,2,0,0,6,0,0,0.2923
2020,29,"BE","Tarsalis",5,25,5,0,17,3,0,0,0,0.1218,0,3,0,0,6,0,0,0.3447
2020,29,"FC","All",18.8,1536,NA,502,1034,94,0,0,0,0.0042,14,80,0,0,110,0,0,0.0788
2020,29,"FC","Pipiens",2.6,645,NA,502,143,41,0,0,0,0.0054,14,27,0,0,55,0,0,0.014
2020,29,"FC","Tarsalis",16.2,891,NA,0,891,53,0,0,0,0.004,0,53,0,0,55,0,0,0.0648
2020,29,"LV","All",21.06,758,36,0,224,13,0,0,0,0.0219,0,13,0,0,12,0,0,0.8191
2020,29,"LV","Pipiens",2.5,90,36,0,16,5,0,0,0,0.1224,0,5,0,0,6,0,0,0.3268
2020,29,"LV","Tarsalis",18.56,668,36,0,208,8,0,0,0,0.0142,0,8,0,0,6,0,0,0.4923
2020,29,"NE","All",34.8,348,10,304,342,26,0,0,0,0.0103,7,19,0,0,20,0,0,0.3515
2020,29,"NE","Pipiens",3.2,32,10,304,35,14,0,0,0,0.0092,7,7,0,0,10,0,0,0.0322
2020,29,"NE","Tarsalis",31.6,316,10,0,307,12,0,0,0,0.0104,0,12,0,0,10,0,0,0.3193
2020,29,"NW","All",29.5,236,8,108,75,15,0,0,0,0.0413,3,12,0,0,18,0,0,0.3439
2020,29,"NW","Pipiens",4.62,37,8,108,31,8,0,0,0,0.0191,3,5,0,0,9,0,0,0.0657
2020,29,"NW","Tarsalis",24.88,199,8,0,44,7,0,0,0,0.0569,0,7,0,0,9,0,0,0.2782
2020,29,"SE","All",42.27,634,15,56,270,24,0,0,0,0.0151,3,21,0,0,30,0,0,0.2719
2020,29,"SE","Pipiens",2.93,44,15,56,34,9,0,0,0,0.0269,3,6,0,0,15,0,0,0.0611
2020,29,"SE","Tarsalis",39.33,590,15,0,236,15,0,0,0,0.0134,0,15,0,0,15,0,0,0.2108
2020,29,"SW","All",10.44,94,9,34,100,11,0,0,0,0.0311,1,10,0,0,18,0,0,0.3452
2020,29,"SW","Pipiens",0.89,8,9,34,21,3,0,0,0,0.0389,1,2,0,0,9,0,0,0.0906
2020,29,"SW","Tarsalis",9.56,86,9,0,79,8,0,0,0,0.029,0,8,0,0,9,0,0,0.2546
2020,30,"BE","All",8.6,43,5,0,32,6,0,0,0,0.1231,0,6,0,0,12,0,0,0.6576
2020,30,"BE","Pipiens",0.2,1,5,0,7,1,0,0,0,0.2017,0,1,0,0,6,0,0,0.236
2020,30,"BE","Tarsalis",8.4,42,5,0,25,5,0,0,0,0.1011,0,5,0,0,6,0,0,0.4216
2020,30,"FC","All",30.95,2229,NA,527,1702,107,1,6e-04,0,0.0034,15,92,0,1,110,0.0196,0,0.1046
2020,30,"FC","Pipiens",2.95,688,NA,526,162,40,0,0,0,0.0051,14,26,0,0,55,0,0,0.015
2020,30,"FC","Tarsalis",28,1541,NA,1,1540,67,1,7e-04,0,0.0032,1,66,0,1,55,0.0196,0,0.0896
2020,30,"LV","All",35,1295,37,0,211,10,0,0,0,0.0231,0,10,0,0,12,0,0,0.8112
2020,30,"LV","Pipiens",0.84,31,37,0,10,3,0,0,0,0.2009,0,3,0,0,6,0,0,0.3355
2020,30,"LV","Tarsalis",34.16,1264,37,0,201,7,0,0,0,0.0142,0,7,0,0,6,0,0,0.4757
2020,30,"NE","All",32,320,10,233,342,23,0,0,0,0.0102,7,16,0,0,20,0,0,0.3496
2020,30,"NE","Pipiens",8.5,85,10,232,26,9,0,0,0,0.0117,6,3,0,0,10,0,0,0.0304
2020,30,"NE","Tarsalis",23.5,235,10,1,316,14,0,0,0,0.0101,1,13,0,0,10,0,0,0.3192
2020,30,"NW","All",20.89,188,9,43,220,19,0,0,0,0.0188,2,17,0,0,18,0,0,0.4585
2020,30,"NW","Pipiens",10.22,92,9,43,34,9,0,0,0,0.0371,2,7,0,0,9,0,0,0.1402
2020,30,"NW","Tarsalis",10.67,96,9,0,186,10,0,0,0,0.0154,0,10,0,0,9,0,0,0.3183
2020,30,"SE","All",57.8,867,15,103,665,32,1,0.0015,1e-04,0.0088,3,29,0,1,30,0.0655,0.0041,0.3886
2020,30,"SE","Pipiens",14.33,215,15,103,51,11,0,0,0,0.018,3,8,0,0,15,0,0,0.0612
2020,30,"SE","Tarsalis",43.47,652,15,0,614,21,1,0.0016,1e-04,0.008,0,21,0,1,15,0.0655,0.0041,0.3274
2020,30,"SW","All",26.12,209,8,148,232,17,0,0,0,0.0147,3,14,0,0,18,0,0,0.3779
2020,30,"SW","Pipiens",3.62,29,8,148,34,7,0,0,0,0.015,3,4,0,0,9,0,0,0.0567
2020,30,"SW","Tarsalis",22.5,180,8,0,198,10,0,0,0,0.0146,0,10,0,0,9,0,0,0.3212
2020,31,"BE","All",14.25,57,4,0,43,6,1,0.0234,0.0015,0.1348,0,6,0,1,12,0.168,0.0105,0.9665
2020,31,"BE","Pipiens",3.75,15,4,0,1,1,0,0,0,0.7935,0,1,0,0,6,0,0,0.1349
2020,31,"BE","Tarsalis",10.5,42,4,0,42,5,1,0.024,0.0015,0.1188,0,5,0,1,6,0.168,0.0105,0.8316
2020,31,"FC","All",40.33,3108,NA,890,2218,130,2,6e-04,0,0.0029,22,108,1,1,110,0.0257,0,0.1168
2020,31,"FC","Pipiens",7.93,1326,NA,890,436,61,1,8e-04,0,0.0037,22,39,1,0,55,0.0063,0,0.0293
2020,31,"FC","Tarsalis",32.4,1782,NA,0,1782,69,1,6e-04,0,0.0027,0,69,0,1,55,0.0194,0,0.0875
2020,31,"LV","All",24.22,872,36,0,566,17,0,0,0,0.009,0,17,0,0,12,0,0,0.8446
2020,31,"LV","Pipiens",1.61,58,36,0,13,3,0,0,0,0.1344,0,3,0,0,6,0,0,0.2916
2020,31,"LV","Tarsalis",22.61,814,36,0,553,14,0,0,0,0.006,0,14,0,0,6,0,0,0.553
2020,31,"NE","All",56,560,10,244,320,24,0,0,0,0.0122,6,18,0,0,20,0,0,0.3894
2020,31,"NE","Pipiens",18.1,181,10,244,85,14,0,0,0,0.0096,6,8,0,0,10,0,0,0.0816
2020,31,"NE","Tarsalis",37.9,379,10,0,235,10,0,0,0,0.0131,0,10,0,0,10,0,0,0.3078
2020,31,"NW","All",22,198,9,92,175,20,0,0,0,0.023,3,17,0,0,18,0,0,0.4465
2020,31,"NW","Pipiens",8.56,77,9,92,82,11,0,0,0,0.0167,3,8,0,0,9,0,0,0.1521
2020,31,"NW","Tarsalis",13.44,121,9,0,93,9,0,0,0,0.0285,0,9,0,0,9,0,0,0.2944
2020,31,"SE","All",54.73,821,15,409,938,46,1,4e-04,0,0.0056,10,36,1,0,30,0.024,0.0015,0.3499
2020,31,"SE","Pipiens",14.93,224,15,409,225,24,1,0.0016,1e-04,0.0078,10,14,1,0,15,0.024,0.0015,0.117
2020,31,"SE","Tarsalis",39.8,597,15,0,713,22,0,0,0,0.0049,0,22,0,0,15,0,0,0.2329
2020,31,"SW","All",21.88,175,8,145,176,17,0,0,0,0.0185,3,14,0,0,18,0,0,0.3614
2020,31,"SW","Pipiens",2.38,19,8,145,30,8,0,0,0,0.0155,3,5,0,0,9,0,0,0.0516
2020,31,"SW","Tarsalis",19.5,156,8,0,146,9,0,0,0,0.0191,0,9,0,0,9,0,0,0.3098
2020,32,"BE","All",10.6,53,5,0,57,7,0,0,0,0.0814,0,7,0,0,10,0,0,0.9278
2020,32,"BE","Pipiens",0.4,2,5,0,15,3,0,0,0,0.1449,0,3,0,0,5,0,0,0.4347
2020,32,"BE","Tarsalis",10.2,51,5,0,42,4,0,0,0,0.0587,0,4,0,0,5,0,0,0.4931
2020,32,"FC","All",33.97,2538,NA,704,1834,109,4,0.0016,3e-04,0.0053,17,92,2,2,108,0.0543,0.0102,0.181
2020,32,"FC","Pipiens",10.19,1254,NA,704,550,53,2,0.0016,3e-04,0.0054,17,36,2,0,54,0.0163,0.0031,0.055
2020,32,"FC","Tarsalis",23.78,1284,NA,0,1284,56,2,0.0016,3e-04,0.0053,0,56,0,2,54,0.038,0.0071,0.126
2020,32,"LV","All",31.75,1143,36,0,89,7,1,0.0133,7e-04,0.1005,0,7,0,1,12,0.1971,0.0108,1.4907
2020,32,"LV","Pipiens",1.22,44,36,0,8,1,0,0,0,0.1789,0,1,0,0,6,0,0,0.2379
2020,32,"LV","Tarsalis",30.53,1099,36,0,81,6,1,0.0146,8e-04,0.0928,0,6,0,1,6,0.1971,0.0108,1.2528
2020,32,"NE","All",64.6,646,10,145,560,23,0,0,0,0.009,5,18,0,0,20,0,0,0.5033
2020,32,"NE","Pipiens",11.4,114,10,145,181,11,0,0,0,0.0098,5,6,0,0,10,0,0,0.1774
2020,32,"NE","Tarsalis",53.2,532,10,0,379,12,0,0,0,0.0086,0,12,0,0,10,0,0,0.3259
2020,32,"NW","All",20.22,182,9,77,194,18,0,0,0,0.0218,2,16,0,0,18,0,0,0.4692
2020,32,"NW","Pipiens",6.44,58,9,77,64,9,0,0,0,0.0201,2,7,0,0,9,0,0,0.1429
2020,32,"NW","Tarsalis",13.78,124,9,0,130,9,0,0,0,0.0226,0,9,0,0,9,0,0,0.3263
2020,32,"SE","All",54.29,760,14,433,730,39,1,4e-04,0,0.0069,9,30,1,0,30,0.0216,0.0014,0.3356
2020,32,"SE","Pipiens",28.64,401,14,433,216,21,1,0.0015,1e-04,0.0076,9,12,1,0,15,0.0216,0.0014,0.1094
2020,32,"SE","Tarsalis",25.64,359,14,0,514,18,0,0,0,0.0066,0,18,0,0,15,0,0,0.2262
2020,32,"SW","All",27,216,8,49,204,15,2,0.0084,5e-04,0.0464,1,14,1,1,18,0.1906,0.0114,1.0518
2020,32,"SW","Pipiens",9,72,8,49,66,8,1,0.0099,5e-04,0.0569,1,7,1,0,9,0.0726,0.0037,0.4171
2020,32,"SW","Tarsalis",18,144,8,0,138,7,1,0.0077,5e-04,0.0414,0,7,0,1,9,0.118,0.0077,0.6347
2020,33,"BE","All",11.6,58,5,0,53,7,1,0.0205,0.0012,0.1358,0,7,0,1,10,0.2173,0.0122,1.4391
2020,33,"BE","Pipiens",1.2,6,5,0,2,2,0,0,0,0.6576,0,2,0,0,5,0,0,0.263
2020,33,"BE","Tarsalis",10.4,52,5,0,51,5,1,0.0213,0.0012,0.1153,0,5,0,1,5,0.2173,0.0122,1.1761
2020,33,"FC","All",38.68,2917,NA,828,2089,127,9,0.0034,0.0012,0.0076,20,107,1,8,108,0.1319,0.0479,0.2959
2020,33,"FC","Pipiens",12.46,1501,NA,828,673,66,4,0.0028,9e-04,0.0067,20,46,1,3,54,0.0349,0.0112,0.0835
2020,33,"FC","Tarsalis",26.22,1416,NA,0,1416,61,5,0.0037,0.0014,0.0081,0,61,0,5,54,0.097,0.0367,0.2124
2020,33,"LV","All",21.97,791,36,0,271,11,1,0.0036,2e-04,0.0258,0,11,0,1,12,0.1628,0.0086,1.1661
2020,33,"LV","Pipiens",0.61,22,36,0,14,3,0,0,0,0.1604,0,3,0,0,6,0,0,0.3737
2020,33,"LV","Tarsalis",21.36,769,36,0,257,8,1,0.0038,2e-04,0.0185,0,8,0,1,6,0.1628,0.0086,0.7924
2020,33,"NE","All",55.5,555,10,163,646,30,1,7e-04,0,0.0085,5,25,1,0,20,0.0422,0.0023,0.5518
2020,33,"NE","Pipiens",17.4,174,10,163,114,14,1,0.0037,2e-04,0.019,5,9,1,0,10,0.0422,0.0023,0.2166
2020,33,"NE","Tarsalis",38.1,381,10,0,532,16,0,0,0,0.0063,0,16,0,0,10,0,0,0.3352
2020,33,"NW","All",25.38,203,8,103,205,20,1,0.0019,1e-04,0.0229,3,17,0,1,18,0.0442,0.0024,0.5213
2020,33,"NW","Pipiens",11.5,92,8,103,71,12,1,0.0056,3e-04,0.0272,3,9,0,1,9,0.0442,0.0024,0.2146
2020,33,"NW","Tarsalis",13.88,111,8,0,134,8,0,0,0,0.0206,0,8,0,0,9,0,0,0.3067
2020,33,"SE","All",45.6,684,15,562,738,44,5,0.0058,0.0014,0.017,12,32,0,5,30,0.2848,0.0712,0.8354
2020,33,"SE","Pipiens",20.6,309,15,562,402,28,2,0.0021,4e-04,0.0071,12,16,0,2,15,0.0563,0.0107,0.1903
2020,33,"SE","Tarsalis",25,375,15,0,336,16,3,0.0102,0.0027,0.0288,0,16,0,3,15,0.2285,0.0605,0.6451
2020,33,"SW","All",21.33,192,9,0,176,15,0,0,0,0.0287,0,15,0,0,18,0,0,0.562
2020,33,"SW","Pipiens",8.33,75,9,0,70,7,0,0,0,0.0353,0,7,0,0,9,0,0,0.2746
2020,33,"SW","Tarsalis",13,117,9,0,106,8,0,0,0,0.0244,0,8,0,0,9,0,0,0.2874
2020,34,"BE","All",9.25,37,4,0,58,7,0,0,0,0.0697,0,7,0,0,10,0,0,0.8084
2020,34,"BE","Pipiens",1.25,5,4,0,6,2,0,0,0,0.2923,0,2,0,0,5,0,0,0.3508
2020,34,"BE","Tarsalis",8,32,4,0,52,5,0,0,0,0.044,0,5,0,0,5,0,0,0.4576
2020,34,"FC","All",33.54,2911,NA,1100,1811,122,13,0.0044,0.0018,0.0094,25,97,7,6,108,0.1472,0.0595,0.3158
2020,34,"FC","Pipiens",12.04,1750,NA,1100,650,66,9,0.0058,0.0028,0.0107,25,41,7,2,54,0.0698,0.0337,0.1288
2020,34,"FC","Tarsalis",21.5,1161,NA,0,1161,56,4,0.0036,0.0012,0.0087,0,56,0,4,54,0.0774,0.0258,0.187
2020,34,"LV","All",12.67,456,36,0,178,9,0,0,0,0.0244,0,9,0,0,12,0,0,0.7251
2020,34,"LV","Pipiens",0.58,21,36,0,3,2,0,0,0,0.4991,0,2,0,0,6,0,0,0.2496
2020,34,"LV","Tarsalis",12.08,435,36,0,175,7,0,0,0,0.0163,0,7,0,0,6,0,0,0.4755
2020,34,"NE","All",47,423,9,223,555,26,0,0,0,0.0085,6,20,0,0,20,0,0,0.4704
2020,34,"NE","Pipiens",27.33,246,9,223,174,14,0,0,0,0.0082,6,8,0,0,10,0,0,0.1427
2020,34,"NE","Tarsalis",19.67,177,9,0,381,12,0,0,0,0.0086,0,12,0,0,10,0,0,0.3277
2020,34,"NW","All",21.57,151,7,313,208,24,1,0.001,0,0.0186,7,17,1,0,18,0.0236,9e-04,0.4292
2020,34,"NW","Pipiens",16.43,115,7,313,85,15,1,0.0025,1e-04,0.0126,7,8,1,0,9,0.0236,9e-04,0.1189
2020,34,"NW","Tarsalis",5.14,36,7,0,123,9,0,0,0,0.0227,0,9,0,0,9,0,0,0.3103
2020,34,"SE","All",30.13,452,15,465,697,42,11,0.011,0.0041,0.0262,10,32,6,5,30,0.5118,0.1916,1.2184
2020,34,"SE","Pipiens",15,225,15,465,316,25,8,0.0132,0.0062,0.026,10,15,6,2,15,0.2781,0.1306,0.5478
2020,34,"SE","Tarsalis",15.13,227,15,0,381,17,3,0.0092,0.0024,0.0264,0,17,0,3,15,0.2337,0.061,0.6706
2020,34,"SW","All",20.17,121,6,99,115,14,1,0.0076,6e-04,0.0439,2,12,0,1,18,0.0974,0.0071,0.5602
2020,34,"SW","Pipiens",11.67,70,6,99,66,8,0,0,0,0.0169,2,6,0,0,9,0,0,0.1239
2020,34,"SW","Tarsalis",8.5,51,6,0,49,6,1,0.0179,0.0013,0.0802,0,6,0,1,9,0.0974,0.0071,0.4363
2020,35,"BE","All",7.4,37,NA,0,37,6,0,0,0,0.1116,0,6,0,0,10,0,0,0.826
2020,35,"BE","Pipiens",1,5,NA,0,5,2,0,0,0,0.3454,0,2,0,0,5,0,0,0.3454
2020,35,"BE","Tarsalis",6.4,32,NA,0,32,4,0,0,0,0.0751,0,4,0,0,5,0,0,0.4806
2020,35,"FC","All",21.57,1846,NA,681,1165,97,8,0.004,0.0015,0.0105,17,80,7,1,108,0.0868,0.0319,0.2265
2020,35,"FC","Pipiens",11.44,1299,NA,681,618,56,7,0.006,0.0027,0.0121,17,39,7,0,54,0.0686,0.0309,0.1384
2020,35,"FC","Tarsalis",10.13,547,NA,0,547,41,1,0.0018,1e-04,0.0087,0,41,0,1,54,0.0182,0.001,0.0881
2020,35,"LV","All",8.82,97,11,0,89,8,0,0,0,0.0517,0,8,0,0,12,0,0,0.7678
2020,35,"LV","Pipiens",3.09,34,11,0,7,3,0,0,0,0.28,0,3,0,0,6,0,0,0.3276
2020,35,"LV","Tarsalis",5.73,63,11,0,82,5,0,0,0,0.0322,0,5,0,0,6,0,0,0.4402
2020,35,"NE","All",4,12,3,228,423,25,2,0.0026,5e-04,0.0158,7,18,2,0,20,0.1082,0.0197,0.6696
2020,35,"NE","Pipiens",1.33,4,3,228,246,16,2,0.0044,8e-04,0.0147,7,9,2,0,10,0.1082,0.0197,0.3616
2020,35,"NE","Tarsalis",2.67,8,3,0,177,9,0,0,0,0.0174,0,9,0,0,10,0,0,0.308
2020,35,"NW","All",12.5,75,6,80,167,15,0,0,0,0.0269,2,13,0,0,18,0,0,0.4998
2020,35,"NW","Pipiens",11.67,70,6,80,131,9,0,0,0,0.0143,2,7,0,0,9,0,0,0.2082
2020,35,"NW","Tarsalis",0.83,5,6,0,36,6,0,0,0,0.0729,0,6,0,0,9,0,0,0.2916
2020,35,"SE","All",7.43,52,7,326,421,34,5,0.0066,0.0015,0.0217,7,27,4,1,30,0.1862,0.0432,0.6089
2020,35,"SE","Pipiens",4.71,33,7,326,209,20,4,0.0087,0.0028,0.0216,7,13,4,0,15,0.1212,0.039,0.3009
2020,35,"SE","Tarsalis",2.71,19,7,0,212,14,1,0.0046,3e-04,0.0218,0,14,0,1,15,0.065,0.0042,0.308
2020,35,"SW","All",6.33,19,3,47,28,9,1,0.0129,7e-04,0.168,1,8,1,0,18,0.04,0.0022,0.5226
2020,35,"SW","Pipiens",4,12,3,47,20,6,1,0.018,0.001,0.1341,1,5,1,0,9,0.04,0.0022,0.2977
2020,35,"SW","Tarsalis",2.33,7,3,0,8,3,0,0,0,0.2527,0,3,0,0,9,0,0,0.2249
2020,36,"FC","All",4.25,398,NA,190,208,50,1,0.0048,3e-04,0.0295,10,40,0,1,98,0.0206,0.0013,0.1255
2020,36,"FC","Pipiens",2.43,309,NA,190,119,30,0,0,0,0.0111,10,20,0,0,49,0,0,0.027
2020,36,"FC","Tarsalis",1.82,89,NA,0,89,20,1,0.0113,7e-04,0.0541,0,20,0,1,49,0.0206,0.0013,0.0985
2020,36,"LV","All",9,54,NA,0,54,9,1,0.0217,0.0012,0.1708,0,9,0,1,12,0.1953,0.0112,1.5374
2020,36,"LV","Pipiens",5.5,33,NA,0,33,5,0,0,0,0.0738,0,5,0,0,6,0,0,0.4059
2020,36,"LV","Tarsalis",3.5,21,NA,0,21,4,1,0.0558,0.0032,0.3233,0,4,0,1,6,0.1953,0.0112,1.1315
2020,36,"NE","All",1.2,65,NA,53,12,9,0,0,0,0.1653,4,5,0,0,20,0,0,0.1983
2020,36,"NE","Pipiens",0.4,57,NA,53,4,6,0,0,0,0.0429,4,2,0,0,10,0,0,0.0172
2020,36,"NE","Tarsalis",0.8,8,NA,0,8,3,0,0,0,0.2264,0,3,0,0,10,0,0,0.1811
2020,36,"NW","All",7.78,119,NA,49,70,10,0,0,0,0.042,2,8,0,0,18,0,0,0.3271
2020,36,"NW","Pipiens",4,85,NA,49,36,6,0,0,0,0.0313,2,4,0,0,9,0,0,0.1252
2020,36,"NW","Tarsalis",3.78,34,NA,0,34,4,0,0,0,0.0534,0,4,0,0,9,0,0,0.2019
